seq,inv,post,id,prov,doc,header,abbrev,due,w/e,fund,account,cc1,cc2,cc3,debit,credit
1,253761,08/07/2013,2698,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",611.74,""
2,253761,08/07/2013,2698,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",611.74
1,253762,08/07/2013,GNT494,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",346.72,""
2,253762,08/07/2013,GNT494,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",346.72
1,253763,08/07/2013,GNT494,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",220.64,""
2,253763,08/07/2013,GNT494,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",220.64
1,253764,08/07/2013,2699,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",283.68,""
2,253764,08/07/2013,2699,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",283.68
1,253765,08/07/2013,2699,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",189.12,""
2,253765,08/07/2013,2699,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",189.12
1,253766,08/07/2013,2555,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",236.4,""
2,253766,08/07/2013,2555,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",236.4
1,253767,08/07/2013,2555,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",157.6,""
2,253767,08/07/2013,2555,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",157.6
1,253768,08/07/2013,2531,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",315.2,""
2,253768,08/07/2013,2531,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",315.2
1,253769,08/07/2013,2563,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",882.56,""
2,253769,08/07/2013,2563,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",882.56
1,253770,08/07/2013,2557,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",110.32,""
2,253770,08/07/2013,2557,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",110.32
1,253771,08/07/2013,2532,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",335.2,""
2,253771,08/07/2013,2532,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",335.2
1,253772,08/07/2013,2860,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",78.8,""
2,253772,08/07/2013,2860,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",78.8
1,253773,08/07/2013,2883,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",882.56,""
2,253773,08/07/2013,2883,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",882.56
1,253774,08/07/2013,GNT605,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",441.28,""
2,253774,08/07/2013,GNT605,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",441.28
1,253775,08/07/2013,GNT605,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",220.64,""
2,253775,08/07/2013,GNT605,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",220.64
1,253776,08/07/2013,2505,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",756.48,""
2,253776,08/07/2013,2505,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",756.48
1,253777,08/07/2013,2122,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",15.76,""
2,253777,08/07/2013,2122,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",15.76
1,253778,08/07/2013,2890,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",1000.0,""
2,253778,08/07/2013,2890,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",1000.0
1,253779,08/07/2013,2533,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",520.08,""
2,253779,08/07/2013,2533,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",520.08
1,253780,08/07/2013,2535,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",709.2,""
2,253780,08/07/2013,2535,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",709.2
1,253781,08/07/2013,2700,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",819.52,""
2,253781,08/07/2013,2700,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",819.52
1,253782,08/07/2013,2559,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",724.96,""
2,253782,08/07/2013,2559,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",724.96
1,253783,08/07/2013,2624,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",520.08,""
2,253783,08/07/2013,2624,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",520.08
1,253784,08/07/2013,2421,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",630.4,""
2,253784,08/07/2013,2421,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",630.4
1,253785,08/07/2013,2534,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",551.6,""
2,253785,08/07/2013,2534,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",551.6
1,253786,08/07/2013,2586,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",586.6,""
2,253786,08/07/2013,2586,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",586.6
1,253787,08/07/2013,2667,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",315.2,""
2,253787,08/07/2013,2667,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",315.2
1,253788,08/07/2013,2625,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",1200.0,""
2,253788,08/07/2013,2625,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",1200.0
1,253789,08/07/2013,2558,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",394.0,""
2,253789,08/07/2013,2558,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",394.0
1,253790,08/07/2013,2701,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",1024.4,""
2,253790,08/07/2013,2701,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",1024.4
1,253791,08/07/2013,1605,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",882.56,""
2,253791,08/07/2013,1605,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",882.56
1,253792,08/07/2013,2702,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",94.56,""
2,253792,08/07/2013,2702,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",94.56
1,253793,08/07/2013,2702,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",58.4,""
2,253793,08/07/2013,2702,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",58.4
1,253794,08/07/2013,1420,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",126.08,""
2,253794,08/07/2013,1420,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",126.08
1,253795,08/07/2013,2228,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",252.16,""
2,253795,08/07/2013,2228,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",252.16
1,253796,08/07/2013,GNT1064,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",252.16,""
2,253796,08/07/2013,GNT1064,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",252.16
1,253797,08/07/2013,GNT1029,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",378.24,""
2,253797,08/07/2013,GNT1029,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",378.24
1,253798,08/07/2013,2606,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",630.4,""
2,253798,08/07/2013,2606,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",630.4
1,253799,08/07/2013,GNT1016,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",878.62,""
2,253799,08/07/2013,GNT1016,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",878.62
1,253800,08/07/2013,GNT1014,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",898.32,""
2,253800,08/07/2013,GNT1014,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",898.32
1,253801,08/07/2013,2033,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",890.42,""
2,253801,08/07/2013,2033,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",890.42
1,253802,08/07/2013,2034,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",759.6,""
2,253802,08/07/2013,2034,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",759.6
1,253803,08/07/2013,2002,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",472.64,""
2,253803,08/07/2013,2002,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",472.64
1,253804,08/07/2013,2003,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",945.28,""
2,253804,08/07/2013,2003,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",945.28
1,253805,08/07/2013,2794,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",185.68,""
2,253805,08/07/2013,2794,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",185.68
1,253806,08/07/2013,2055,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",506.4,""
2,253806,08/07/2013,2055,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",506.4
1,253807,08/07/2013,2004,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",844.0,""
2,253807,08/07/2013,2004,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",844.0
1,253808,08/07/2013,2005,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",675.2,""
2,253808,08/07/2013,2005,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",675.2
1,253809,08/07/2013,1955,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",810.24,""
2,253809,08/07/2013,1955,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",810.24
1,253810,08/07/2013,2006,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",810.24,""
2,253810,08/07/2013,2006,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",810.24
1,253811,08/07/2013,2136,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",911.52,""
2,253811,08/07/2013,2136,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",911.52
1,253812,08/07/2013,2795,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",1417.92,""
2,253812,08/07/2013,2795,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",1417.92
1,253813,08/07/2013,2125,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",472.64,""
2,253813,08/07/2013,2125,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",472.64
1,253814,08/07/2013,2009,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",624.56,""
2,253814,08/07/2013,2009,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",624.56
1,253815,08/07/2013,2010,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",708.96,""
2,253815,08/07/2013,2010,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",708.96
1,253816,08/07/2013,2039,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",198.34,""
2,253816,08/07/2013,2039,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",198.34
1,253817,08/07/2013,2040,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",1181.6,""
2,253817,08/07/2013,2040,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",1181.6
1,253818,08/07/2013,2013,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",2025.6,""
2,253818,08/07/2013,2013,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",2025.6
1,253819,08/07/2013,2014,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",945.28,""
2,253819,08/07/2013,2014,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",945.28
1,253820,08/07/2013,2206,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",202.56,""
2,253820,08/07/2013,2206,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",202.56
1,253821,08/07/2013,2663,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",270.08,""
2,253821,08/07/2013,2663,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",270.08
1,253822,08/07/2013,2512,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",675.2,""
2,253822,08/07/2013,2512,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",675.2
1,253823,08/07/2013,2512,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",135.04,""
2,253823,08/07/2013,2512,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",135.04
1,253824,08/07/2013,2042,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",33.76,""
2,253824,08/07/2013,2042,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",33.76
1,253825,08/07/2013,2192,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",1401.04,""
2,253825,08/07/2013,2192,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",1401.04
1,253826,08/07/2013,2126,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",810.24,""
2,253826,08/07/2013,2126,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",810.24
1,253827,08/07/2013,2115,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",810.24,""
2,253827,08/07/2013,2115,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",810.24
1,253828,08/07/2013,1949,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",1417.92,""
2,253828,08/07/2013,1949,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",1417.92
1,253829,08/07/2013,2938,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",337.6,""
2,253829,08/07/2013,2938,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",337.6
1,253830,08/07/2013,2017,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",1282.88,""
2,253830,08/07/2013,2017,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",1282.88
1,253831,08/07/2013,2018,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",1417.92,""
2,253831,08/07/2013,2018,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",1417.92
1,253832,08/07/2013,2044,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",708.96,""
2,253832,08/07/2013,2044,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",708.96
1,253833,08/07/2013,2098,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",607.68,""
2,253833,08/07/2013,2098,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",607.68
1,253834,08/07/2013,2457,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",1215.36,""
2,253834,08/07/2013,2457,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",1215.36
1,253835,08/07/2013,2763,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",1181.6,""
2,253835,08/07/2013,2763,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",1181.6
1,253836,08/07/2013,2021,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",354.48,""
2,253836,08/07/2013,2021,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",354.48
1,253837,08/07/2013,2022,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",202.56,""
2,253837,08/07/2013,2022,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",202.56
1,253838,08/07/2013,2295,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",506.4,""
2,253838,08/07/2013,2295,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",506.4
1,253839,08/07/2013,2099,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",422.0,""
2,253839,08/07/2013,2099,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",422.0
1,253840,08/07/2013,2023,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",337.6,""
2,253840,08/07/2013,2023,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",337.6
